customer_id,payer_name,first_name,last_name,gender,cpf,idade,cep,cidade,estado,endereco,graduado,trabalho,idioma,pessoa_fisica_juridica,email,payer_email,saldo,score_credito,produtos,device_brand,device_model,cor,device_date,os,material,barcode,total,data_pagamento,descrisão_pagamento,marca_carro,moeda,departamento,estoque,credit_card,estoque_industrial,frequencia,pagador,risco_emprestimo,marcas_consumidas,frequencia_transacoes,ativo,beneficiario_governo,estado_saude,bancos_cadastro,status_pagamento,valor_pagamento,tipo_transacao,status_conta,paises_visitados
44,Tedman Poppleton,Tedman,Poppleton,Male,615-36-9656,77,,Wushi,,395 Hanson Point,false,Office Assistant I,French,pessoa física,tpoppleton17@cpanel.net,tpoppleton17@a8.net,-7130.44,352,produto2,Vodafone,Vodafone 350 Messaging,Fuscia,2010,Feature phone,Wood,732492909-5,9798.78,12/22/2020,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,Toyota,Yuan Renminbi,Sports,"CUI Global, Inc.",3534202489445057,Electronic Components,Daily,sim,baixo,marca2,14,true,true,ruim,bnb,aceito,8529.84,financiamentos,ativa,66
45,Gaylord Youings,Gaylord,Youings,Male,849-09-8153,19,68144,Omaha,Nebraska,430 Melvin Terrace,false,Senior Developer,Icelandic,pessoa física,gyouings18@sina.com.cn,gyouings18@nature.com,-7616.29,701,produto2,Posh,Posh Kick Lite S410,Purple,2015,Android 4.4.2,Rubber,582145415-8,5099.02,3/14/2022,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in,Dodge,Dollar,Shoes,"Grand Canyon Education, Inc.",060406384893178758,Other Consumer Services,Weekly,não,alto,marca2,89,true,false,ruim,itaú,recusado,459.25,consórcios,ativa,77
46,Gran Matthewes,Gran,Matthewes,Male,285-90-3232,32,,Gwaram,,61 Maywood Junction,false,VP Marketing,Oriya,pessoa física,gmatthewes19@addthis.com,gmatthewes19@oakley.com,54.69,478,produto2,Qtek,Qtek 8080,Orange,2004,Microsoft Windows Mobile 2003 Smartphone,Aluminum,197756864-5,9588.97,11/6/2022,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices,Dodge,Naira,Grocery,WisdomTree Emerging Markets Consumer Growth Fund,3583415008323593,n/a,Daily,não,baixo,marca2,32,false,true,ruim,caixa,recusado,5426.39,empréstimos,desativada,49
47,De witt Buney,De witt,Buney,Bigender,858-75-1905,67,,Riangkroko,,40 Straubel Alley,true,Senior Quality Engineer,New Zealand Sign Language,pessoa física,dwitt1a@bloomberg.com,dwitt1a@thetimes.co.uk,-5295.37,702,produto2,Motorola,Motorola Edge,Fuscia,2020,Android 10,Plexiglass,908375952-0,8410.19,7/30/2021,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,Honda,Rupiah,Computers,"Fuwei Films (Holdings) Co., Ltd.",6767062766579293282,Specialty Chemicals,Once,sim,baixo,marca1,43,false,false,regular,bb,recusado,8957.18,investimentos,ativa,14
48,Dominic Cordeiro,Dominic,Cordeiro,Non-binary,613-78-5258,18,,Manis Mekarwangi,,14 Prairieview Point,false,Safety Technician III,Arabic,pessoa física,dcordeiro1b@apache.org,dcordeiro1b@csmonitor.com,3508.16,803,produto1,TCL,TCL 20 SE,Aquamarine,2021,"Android 11, TCL UI",Rubber,046367555-X,2796.82,5/12/2022,cum sociis natoque penatibus et magnis dis parturient montes nascetur,Honda,Rupiah,Industrial,"Midland States Bancorp, Inc.",3547629685199747,Major Banks,Seldom,não,baixo,marca2,68,false,false,bom,caixa,aceito,3938.07,investimentos,desativada,81
49,Ellwood Christoffersen,Ellwood,Christoffersen,Male,416-45-3730,77,18010,Granada,Andalucia,51 Spenser Way,true,Structural Analysis Engineer,Polish,pessoa física,echristoffersen1c@oakley.com,echristoffersen1c@cyberchimps.com,-2039.85,708,produto1,Samsung,Samsung Rex 80 S5222R,Crimson,2013,Feature phone,Glass,910330525-2,7693.79,10/15/2021,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate,Lexus,Euro,Kids,TriplePoint Venture Growth BDC Corp.,4905756903888951,n/a,Often,sim,médio,marca1,6,false,false,regular,bradesco,recusado,9262.62,empréstimos,ativa,67
50,Nancy Pershouse,Nancy,Pershouse,Female,293-52-7075,27,32-865,Okocim,,0239 Main Street,false,Technical Writer,Romanian,pessoa física,npershouse1d@desdev.cn,npershouse1d@home.pl,6914.58,430,produto3,Motorola,Motorola Talkabout T191,Teal,2001,Feature phone,Plexiglass,889597536-7,9696.13,12/21/2022,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac,Acura,Zloty,Industrial,"Willdan Group, Inc.",3584292299921917,Military/Government/Technical,Often,sim,alto,marca3,73,true,true,grave,caixa,aceito,3244.42,empréstimos,desativada,100
51,Camel Hallgath,Camel,Hallgath,Female,363-60-4780,24,45960-000,Medeiros Neto,,062 Jay Junction,false,Research Assistant III,Hungarian,pessoa jurídica,challgath1e@utexas.edu,challgath1e@harvard.edu,-5941.9,398,produto2,XOLO,XOLO Opus 3,Purple,2014,Android 4.4.2,Rubber,277048339-0,3874.32,9/21/2021,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus,Maserati,Real,Garden,Bank of America Corporation,30340644415055,n/a,Often,sim,médio,marca3,57,false,true,grave,santander,recusado,4371.53,financiamentos,ativa,76
52,Debi Skerritt,Debi,Skerritt,Female,227-79-6531,23,,Shyroke,,14 Granby Parkway,false,Statistician I,Amharic,pessoa jurídica,dskerritt1f@hibu.com,dskerritt1f@ow.ly,3641.01,365,produto3,Samsung,Samsung A997 Rugby III,Green,2012,Feature phone,Granite,429658373-5,7580.99,5/30/2021,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris,Hyundai,Hryvnia,Beauty,Liberty Global plc,3586906481176927,Television Services,Daily,sim,médio,marca1,95,false,true,regular,bnb,pendente,9883.52,investimentos,desativada,0
53,Glynda Flageul,Glynda,Flageul,Female,569-67-3676,66,,Tuanjie,,45289 Forster Center,true,Director of Sales,French,pessoa física,gflageul1g@e-recht24.de,gflageul1g@wufoo.com,1096.88,647,produto1,Gionee,Gionee M6 Plus,Turquoise,2016,"Android 6.0, Amigo 3.5",Wood,270052644-9,6313.22,6/23/2021,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non,Audi,Yuan Renminbi,Kids,"Clear Channel Outdoor Holdings, Inc.",6759260810803019092,Advertising,Monthly,não,baixo,marca2,98,true,true,ruim,bradesco,aceito,4768.13,consórcios,desativada,86
54,Sosanna Wragge,Sosanna,Wragge,Female,230-01-3752,83,,Xian’an,,99 Shoshone Hill,true,Food Chemist,Romanian,pessoa física,swragge1h@meetup.com,swragge1h@cbc.ca,8142.02,723,produto2,Samsung,Samsung Galaxy Grand Prime,Green,2014,Android 4.4.4,Steel,584583692-1,2787.67,6/12/2022,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui,Mercury,Yuan Renminbi,Home,Tronox Limited,4913416460066216,Major Chemicals,Daily,sim,médio,marca1,87,false,false,regular,bradesco,pendente,8585.37,consórcios,ativa,52
55,Tucker De Giorgis,Tucker,De Giorgis,Male,883-77-7296,46,,Shengci,,1 Havey Alley,true,VP Accounting,Hiri Motu,pessoa jurídica,tde1i@netvibes.com,tde1i@youtube.com,3122.75,612,produto2,Vodafone,Vodafone 247 Solar,Aquamarine,2010,Feature phone,Vinyl,988141417-2,9037.7,1/27/2021,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,Mercury,Yuan Renminbi,Home,"CBRE Group, Inc.",3564942765450064,Real Estate,Once,sim,baixo,marca3,76,false,false,regular,caixa,recusado,9794.01,empréstimos,ativa,26
56,Josi Marusik,Josi,Marusik,Female,224-78-1209,41,412 86,Göteborg,Västra Götaland,56600 Warrior Street,true,Administrative Officer,Estonian,pessoa física,jmarusik1j@1und1.de,jmarusik1j@squarespace.com,-31.15,406,produto2,HP,HP Pro Slate 12,Purple,2015,Android 4.4.4,Brass,935375466-6,905.31,3/25/2022,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac,Nissan,Krona,Shoes,Occidental Petroleum Corporation,0604277303412782560,Oil & Gas Production,Monthly,sim,médio,marca3,18,false,false,regular,bb,pendente,6562.92,empréstimos,desativada,18
57,Myrah Grayham,Myrah,Grayham,Female,160-87-8129,63,353810,Donetsk,,650 Dunning Lane,true,VP Product Management,Bengali,pessoa jurídica,mgrayham1k@cisco.com,mgrayham1k@nyu.edu,9978.2,362,produto1,Samsung,Samsung Galaxy Y TV S5367,Turquoise,2011,Android 2.3,Plexiglass,365750085-5,6515.93,6/7/2020,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,BMW,Ruble,Kids,First Trust Nasdaq Oil & Gas ETF,3552625890711617,n/a,Once,não,alto,marca2,27,false,false,grave,bb,recusado,514.04,empréstimos,ativa,18
58,Emlyn Burdytt,Emlyn,Burdytt,Female,451-54-9750,62,,Khalīlābād,,1221 Hoepker Point,false,Analyst Programmer,Finnish,pessoa jurídica,eburdytt1l@senate.gov,eburdytt1l@ning.com,-3564.79,425,produto3,Nokia,Nokia 6800,Mauv,2003,Feature phone,Stone,000189486-2,6426.09,3/7/2021,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi,Nissan,Rial,Games,Swift Transportation Company,3531495562831663,Trucking Freight/Courier Services,Never,sim,médio,marca3,99,false,true,bom,santander,pendente,8841.05,investimentos,desativada,100
59,Reeta Aglione,Reeta,Aglione,Genderqueer,850-93-8321,75,,Zougang,,9830 Arkansas Point,true,Automation Specialist IV,Kazakh,pessoa jurídica,raglione1m@businesswire.com,raglione1m@npr.org,3793.73,783,produto3,Qtek,Qtek 8100,Red,2005,Microsoft Smartphone 2003 SE,Plexiglass,392682520-0,6204.49,11/3/2020,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor,Bentley,Yuan Renminbi,Sports,"State National Companies, Inc.",374622971276307,Property-Casualty Insurers,Never,sim,baixo,marca2,26,true,true,regular,bb,pendente,3308.46,financiamentos,ativa,95
60,Kingsley Birdis,Kingsley,Birdis,Male,406-64-4409,82,,Ayteke Bi,,999 Pearson Crossing,false,Legal Assistant,Marathi,pessoa física,kbirdis1n@wikipedia.org,kbirdis1n@blogtalkradio.com,8675.43,557,produto3,Realme,Realme Narzo 20A,Yellow,2020,"Android 10, Realme UI",Plastic,093280121-8,2828.13,11/28/2021,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis,Mitsubishi,Tenge,Clothing,Costamare Inc.,30136521529764,n/a,Daily,sim,alto,marca1,86,true,false,bom,santander,aceito,2080.23,consórcios,ativa,68
61,Nestor Giovannoni,Nestor,Giovannoni,Male,491-43-8041,69,,Lypova Dolyna,,03 Homewood Crossing,true,Project Manager,Georgian,pessoa jurídica,ngiovannoni1o@naver.com,ngiovannoni1o@wiley.com,-8592.85,689,produto3,LG,LG Optimus Black (White version),Purple,2011,"Android 2.2, 2.3, up to 4.0",Brass,351364876-6,5781.34,11/7/2020,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum,Ford,Hryvnia,Kids,BT Group plc,6388283655466952,Telecommunications Equipment,Weekly,não,baixo,marca3,2,true,true,regular,santander,pendente,1225.84,empréstimos,ativa,35
62,Melisande Whimpenny,Melisande,Whimpenny,Female,791-02-7404,71,,Banjar Delodrurung,,008 Summer Ridge Street,true,Design Engineer,German,pessoa jurídica,mwhimpenny1p@livejournal.com,mwhimpenny1p@disqus.com,-6153.98,562,produto1,Unnecto,Unnecto Bolt,Purple,2016,Android 5.1,Aluminum,461134878-4,871.42,8/8/2020,nonummy integer non velit donec diam neque vestibulum eget vulputate ut,Mazda,Rupiah,Beauty,First Commonwealth Financial Corporation,3588896251443771,Major Banks,Monthly,não,baixo,marca2,14,false,true,grave,bradesco,aceito,1244.11,financiamentos,ativa,41
63,Adara Zumbusch,Adara,Zumbusch,Female,434-15-3533,67,997-0751,Fujisawa,,80 Scofield Hill,true,Director of Sales,Afrikaans,pessoa física,azumbusch1q@nymag.com,azumbusch1q@cdbaby.com,5048.22,673,produto1,Sony,Sony Ericsson W395,Khaki,2009,Feature phone,Brass,810161003-0,1725.05,11/28/2021,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis,Aston Martin,Yen,Kids,"Weyco Group, Inc.",3553239731497599,Apparel,Often,sim,baixo,marca3,11,false,true,ruim,caixa,recusado,9524.77,financiamentos,desativada,50
64,Borden Patron,Borden,Patron,Male,803-78-3780,49,,Aboisso,,13350 Transport Center,true,Database Administrator II,Yiddish,pessoa jurídica,bpatron1r@nih.gov,bpatron1r@amazon.com,1423.91,537,produto2,Dell,Dell Mini 3i,Blue,2009,OPhone OS,Rubber,011621032-X,5127.27,1/13/2022,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor,Volvo,Franc,Electronics,First Financial Bancorp.,3531396118648694,Major Banks,Seldom,não,médio,marca1,56,true,false,ruim,inter,pendente,1981.47,empréstimos,ativa,27
65,Natalya Biggin,Natalya,Biggin,Female,521-69-2476,75,,Libenge,,83 Chinook Crossing,true,Data Coordinator,Filipino,pessoa jurídica,nbiggin1s@cargocollective.com,nbiggin1s@weebly.com,-8213.64,822,produto3,Vodafone,Vodafone 526,Yellow,2008,Feature phone,Glass,683548455-1,7695.59,5/16/2020,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus,Chrysler,Franc,Outdoors,NCR Corporation,3535993209389299,Office Equipment/Supplies/Services,Daily,não,médio,marca3,16,true,false,bom,bradesco,pendente,7460.09,investimentos,desativada,45
66,Leigh Hooke,Leigh,Hooke,Male,664-88-0176,64,,Calbuco,,4774 Eastlawn Place,false,Nuclear Power Engineer,Telugu,pessoa física,lhooke1t@google.pl,lhooke1t@blinklist.com,-9579.61,378,produto1,Micromax,Micromax Canvas Xpress 4G Q413,Blue,2015,Android 5.1,Glass,756836301-5,8388.45,1/21/2020,posuere nonummy integer non velit donec diam neque vestibulum eget,Hyundai,Peso,Games,Genetic Technologies Ltd,3545731758716381,Biotechnology: Biological Products (No Diagnostic Substances),Never,não,alto,marca2,55,true,true,grave,santander,pendente,5278.27,investimentos,ativa,38
67,Christoforo Janout,Christoforo,Janout,Male,458-98-4238,84,738-0013,Hatsukaichi,,7 Chive Way,true,Quality Control Specialist,Aymara,pessoa física,cjanout1u@feedburner.com,cjanout1u@sourceforge.net,3974.22,387,produto1,Amazon,Amazon Fire HD 10 (2019),Goldenrod,2019,"Android 9.0, Fire OS 7",Brass,853227812-4,2297.19,8/1/2021,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget,Jaguar,Yen,Jewelry,Atkore International Group Inc.,3588021140552167,Industrial Machinery/Components,Weekly,não,médio,marca2,33,true,true,grave,santander,recusado,6749.81,investimentos,ativa,13
68,Nana Jenkison,Nana,Jenkison,Bigender,562-16-0214,43,2425-724,Monte Agudo,Leiria,76 Rusk Pass,false,Paralegal,Chinese,pessoa jurídica,njenkison1v@instagram.com,njenkison1v@bloglovin.com,-7480.58,515,produto3,LG,LG A160,Yellow,2011,Feature phone,Vinyl,860232030-2,917.01,5/20/2022,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum,Mazda,Euro,Movies,"Jason Industries, Inc.",4917379541578581,Miscellaneous manufacturing industries,Often,não,baixo,marca2,100,false,false,bom,santander,recusado,3262.12,empréstimos,ativa,38
69,Nap Hember,Nap,Hember,Male,477-29-8125,75,416507,Kuznechikha,,65643 Mandrake Circle,true,Administrative Officer,Dzongkha,pessoa jurídica,nhember1w@vk.com,nhember1w@dmoz.org,716.13,752,produto3,BLU,BLU C5 (2017),Yellow,2017,Android 6.0,Plastic,208128124-4,3809.22,8/27/2020,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,Lexus,Ruble,Automotive,"Methode Electronics, Inc.",6767011016271386,Electrical Products,Yearly,não,alto,marca3,62,true,true,grave,inter,recusado,5917.58,consórcios,ativa,72
70,Lombard Chrstine,Lombard,Chrstine,Male,395-57-1071,65,44-177,Paniówki,,92098 Golf Course Center,true,Occupational Therapist,Portuguese,pessoa jurídica,lchrstine1x@intel.com,lchrstine1x@webmd.com,9712.06,660,produto2,i-mobile,i-mobile TV650 Touch,Crimson,2009,Feature phone,Plastic,463755449-7,4523.0,1/6/2022,morbi odio odio elementum eu interdum eu tincidunt in leo,Mitsubishi,Zloty,Industrial,Greif Bros. Corporation,5602230824437184,n/a,Once,sim,alto,marca1,90,true,false,bom,itaú,aceito,5035.59,empréstimos,desativada,100
71,Rosanne Owtram,Rosanne,Owtram,Female,313-84-9836,50,9540,Koppies,,9629 Moose Hill,true,Editor,Somali,pessoa jurídica,rowtram1y@baidu.com,rowtram1y@fotki.com,-5169.51,681,produto2,Gionee,Gionee Pioneer P2S,Pink,2014,Android 4.2,Glass,160782791-3,2061.84,11/24/2022,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur,Chevrolet,Rand,Baby,"Columbia Banking System, Inc.",5048377160052432,Major Banks,Never,não,baixo,marca1,46,false,true,ruim,bb,recusado,1257.74,investimentos,desativada,29
72,Persis Halligan,Persis,Halligan,Female,590-52-7582,46,,Soreang,,0544 Merrick Plaza,false,Account Executive,Azeri,pessoa jurídica,phalligan1z@mtv.com,phalligan1z@nhs.uk,8464.88,709,produto2,Samsung,Samsung C130,Teal,2006,Feature phone,Plastic,662952626-0,5330.97,8/16/2020,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,Hyundai,Rupiah,Tools,Comp En De Mn Cemig ADS,3558494213344828,n/a,Monthly,não,médio,marca3,2,false,true,bom,caixa,aceito,3251.22,consórcios,ativa,29
73,Hermione Ryland,Hermione,Ryland,Female,165-06-1240,71,4485-824,Vilar do Pinheiro,Porto,29766 Pearson Hill,false,Clinical Specialist,Aymara,pessoa física,hryland20@addtoany.com,hryland20@java.com,4605.09,470,produto3,alcatel,alcatel Idol 3C,Violet,2015,Android 5.0,Aluminum,602283733-2,6581.33,7/30/2022,dui vel nisl duis ac nibh fusce lacus purus aliquet at,Ford,Euro,Automotive,"Civitas Solutions, Inc.",6304827871178030,Medical/Nursing Services,Seldom,não,baixo,marca3,44,true,false,regular,bnb,recusado,3794.22,financiamentos,desativada,69
74,Dugald Hallut,Dugald,Hallut,Male,759-81-8798,33,,Dadong,,93294 Montana Trail,false,Marketing Manager,English,pessoa jurídica,dhallut21@wunderground.com,dhallut21@europa.eu,-3724.28,642,produto1,Nokia,Nokia E51 camera-free,Turquoise,2008,"Symbian OS 9.2, Series 60 v3.1 UI",Granite,084037669-3,2866.89,9/13/2020,sit amet nulla quisque arcu libero rutrum ac lobortis vel,Mercury,Yuan Renminbi,Shoes,Xenon Pharmaceuticals Inc.,6771659099394816,Major Pharmaceuticals,Often,sim,baixo,marca2,32,false,false,bom,caixa,recusado,9478.06,financiamentos,desativada,39
75,Bevin Newcomen,Bevin,Newcomen,Male,498-97-1622,40,74-320,Barlinek,,56 Blaine Street,false,Environmental Specialist,Papiamento,pessoa jurídica,bnewcomen22@cbslocal.com,bnewcomen22@google.nl,1923.18,737,produto1,Karbonn,Karbonn Titanium S5 Plus,Khaki,2013,Android 4.2.2,Plexiglass,614090844-2,3503.44,4/28/2020,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,Ford,Zloty,Home,"Inspired Entertainment, Inc.",3542022716269777,Computer Software: Prepackaged Software,Seldom,sim,alto,marca3,37,false,true,ruim,bradesco,pendente,1861.84,financiamentos,desativada,20
76,Juliane Doogue,Juliane,Doogue,Polygender,328-83-3989,33,,Shuanghe,,78 Westridge Plaza,true,Computer Systems Analyst IV,Portuguese,pessoa jurídica,jdoogue23@cisco.com,jdoogue23@nifty.com,948.16,635,produto1,Spice,Spice Mi-502n Smart FLO Pace3,Red,2013,Android 4.2,Stone,627745352-1,4104.0,9/26/2020,nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat,Pontiac,Yuan Renminbi,Tools,CAE Inc,5602212315302432,Industrial Machinery/Components,Once,sim,alto,marca1,75,false,false,bom,caixa,pendente,8937.72,consórcios,ativa,38
77,Pasquale Regglar,Pasquale,Regglar,Male,601-63-9275,75,,Selopuro,,51757 Texas Alley,false,Developer I,Dutch,pessoa jurídica,pregglar24@drupal.org,pregglar24@nydailynews.com,-6159.43,632,produto3,BenQ-Siemens,BenQ-Siemens SL91,Turquoise,2006,Feature phone,Plastic,197648325-5,746.23,6/23/2020,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,Buick,Rupiah,Health,"DSP Group, Inc.",3529099024720847,Semiconductors,Once,não,baixo,marca3,57,false,false,bom,caixa,aceito,555.13,financiamentos,desativada,27
78,Trefor Bury,Trefor,Bury,Male,427-21-8472,73,,Kaiyun,,884 Spenser Plaza,false,Information Systems Manager,Dhivehi,pessoa física,tbury25@wordpress.org,tbury25@huffingtonpost.com,-3666.57,604,produto1,Tecno,Tecno Camon 11 Pro,Red,2018,Android 8.1,Aluminum,440157495-8,4407.26,8/19/2020,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,Ford,Yuan Renminbi,Health,Celgene Corporation,36588829640533,Major Pharmaceuticals,Daily,sim,baixo,marca2,44,false,true,regular,bnb,pendente,1085.4,financiamentos,ativa,57
79,Blakeley Colbrun,Blakeley,Colbrun,Female,764-06-1591,82,504 67,Borås,Västra Götaland,2 Northview Place,false,Chief Design Engineer,Hiri Motu,pessoa física,bcolbrun26@forbes.com,bcolbrun26@patch.com,-5616.02,652,produto3,Micromax,Micromax X360,Turquoise,2009,Feature phone,Vinyl,953452478-6,1455.64,7/26/2020,cras mi pede malesuada in imperdiet et commodo vulputate justo,Land Rover,Krona,Industrial,James Hardie Industries plc.,5602217899492871,Building Materials,Often,sim,médio,marca2,27,true,true,ruim,bnb,pendente,2699.44,investimentos,ativa,57
