id,nome,marca,modelo,os,device_date,barcode,estoque,preço,preço_mercado,data,credit_card,code,moeda
590,Doug Grinaugh,Samsung,Samsung Galaxy S Blaze 4G T769,Android 2.3.6,2012,51861-010,Wells Fargo & Company,$9.09,n/a,3/31/2022,4844713900166547,RUB,Ruble
591,William Langdon,HTC,HTC Desire 10 Lifestyle,Android 6.0,2016,24236-217,"James River Group Holdings, Ltd.",$8.18,$1.18B,10/29/2020,67712219302491216,SYP,Pound
592,Madlin McKeevers,Motorola,Motorola Moto C,Android 7.0,2017,21695-357,Navient Corporation,$0.92,n/a,9/23/2020,3558445997654444,PHP,Peso
593,Sayre Townshend,Gigabyte,Gigabyte GSmart i300,Microsoft Windows Mobile 5.0 for &hellip;,2006,16590-269,John Hancock Pfd Income Fund II,$3.25,$465.13M,8/25/2020,30210206600396,PHP,Peso
594,Vernor Stanford,Nokia,Nokia 7900 Prism,Feature phone,2007,63629-5308,"LM Funding America, Inc.",$5.54,$13.56M,10/1/2023,3586484622294603,IRR,Rial
595,Denni Tesche,Gionee,Gionee Steel 2,"Android 6.0, Amigo 3.5",2017,50988-230,"Luby's, Inc.",$4.74,$88.73M,12/11/2022,5018799806716839,CNY,Yuan Renminbi
596,Mile Wadelin,alcatel,alcatel Pixi 3 (3.5) Firefox,Firefox 2.0,2015,69017-204,"Ply Gem Holdings, Inc.",$6.20,$1.18B,5/28/2020,5559271789680395,EUR,Euro
597,Alexa Degoix,alcatel,alcatel Idol 4,Android 6.0.1,2016,14550-517,Kaman Corporation,$6.83,$1.38B,2/17/2021,633468294695461915,KRW,Won
598,Faustine Normanvill,Qtek,Qtek 8020,Microsoft Windows Mobile 2003 SE Smartphone,2004,64762-864,DTE Energy Company,$5.94,n/a,9/6/2022,5396999901848956,PLN,Zloty
599,Enrica Rennebach,Wiko,Wiko Upulse lite,Android 7.0,2017,59875-1005,"Portola Pharmaceuticals, Inc.",$2.69,$2B,6/25/2021,3574251324140754,COP,Peso
600,Wallie Hemphrey,Motorola,Motorola Moto G Power (2021),Android 10,2021,63851-612,Magic Software Enterprises Ltd.,$6.56,$349.22M,5/19/2022,201951283084334,UAH,Hryvnia
601,Shina Brabham,Orange,Orange Sydney,Feature phone,2011,25000-115,"Stanley Furniture Company, Inc.",$8.16,$18.34M,5/15/2023,3556022669355543,EUR,Euro
602,Johnna Jopke,ZTE,ZTE F951,Feature phone,2010,68788-9021,Territorial Bancorp Inc.,$2.73,$309.27M,3/5/2021,4041596423475,IRR,Rial
603,Quent Suero,Micromax,Micromax X274,Feature phone,2012,49741-1004,Vista Outdoor Inc.,$0.06,$1.35B,4/7/2024,3571159470661874,USD,Dollar
604,Winston Ratke,Samsung,Samsung X520,Feature phone,2006,57955-5142,Eaton Vance Short Diversified Income Fund,$5.98,$252.83M,6/5/2020,343435610393807,EUR,Euro
605,Mel Baress,Samsung,Samsung S5150 Diva folder,Feature phone,2010,35356-638,Toro Company (The),$6.27,$7.81B,2/17/2020,3568581768221019,CZK,Koruna
606,Merill Eyrl,Samsung,Samsung Q300,Feature phone,2002,58517-360,Third Point Reinsurance Ltd.,$2.46,$1.45B,12/5/2023,3550486698812582,NGN,Naira
607,Lethia Dionisio,iNQ,iNQ Chat 3G,Feature phone,2009,55154-2077,"Bay Bancorp, Inc.",$8.39,$75.03M,7/18/2022,3551545006718960,BRL,Real
608,Marie-ann Pogson,Yezz,Yezz Classic C21A,Feature phone,2013,48951-2045,Arbutus Biopharma Corporation,$8.56,$198.09M,7/23/2021,3548008085765986,EUR,Euro
609,Chryste Gilpin,Oppo,Oppo A92s,"Android 10, ColorOS 7.1",2020,49980-001,First Internet Bancorp,$9.38,$177.71M,6/23/2023,3577512948398913,BGN,Lev
610,Kerstin Fludder,HTC,HTC Desire 601,"Android 4.2.2, up to 4.4.2, Sense UI 5",2013,54162-221,Valero Energy Corporation,$3.63,$29.43B,12/19/2022,5010125697799908,CNY,Yuan Renminbi
611,Cristen Heinemann,LG,LG KF700,Feature phone,2008,66949-994,"AMC Entertainment Holdings, Inc.",$9.69,$3.23B,9/25/2023,6304685279943014755,VND,Dong
612,Alasteir McQuode,Samsung,Samsung B7722,Feature phone,2010,49288-0489,"Cullen/Frost Bankers, Inc.",$0.25,$6.19B,10/3/2022,374288317889722,SEK,Krona
613,Guy Friett,Motorola,Motorola Moto C Plus,Android 7.0,2017,45802-562,"Applied Industrial Technologies, Inc.",$4.52,$2.35B,9/26/2022,3544996219370505,IRR,Rial
614,Daisy Searchfield,ZTE,ZTE nubia Z18,"Android 8.1, nubia UI 6",2018,55154-0837,"Greenbrier Companies, Inc. (The)",$1.38,$1.35B,11/17/2022,3533196368754202,EUR,Euro
615,Alyce Bernaldo,BLU,BLU Bar Q,Feature phone,2011,0440-7605,"WPX Energy, Inc.",$8.45,$3.64B,8/5/2021,3583570408986835,XAF,Franc
616,Issiah Kasper,Nokia,Nokia C1-01,Feature phone,2010,36987-2405,Pure Cycle Corporation,$4.17,$188.85M,6/7/2021,3542196085207798,EUR,Euro
617,Jimmie Coulthard,Samsung,Samsung L770,Feature phone,2008,54575-167,Lockheed Martin Corporation,$4.87,$81.37B,10/1/2022,3578870108615990,AOA,Kwanza
618,Ruthi Joseph,Asus,Asus Fonepad 7,"Android 4.2, up to 4.4.2",2013,54868-5950,Vident International Equity Fund,$1.61,n/a,7/19/2020,3562463365095938,CRC,Colon
619,Richmond Flowith,Unnecto,Unnecto Pro,Feature phone,2012,55111-593,"Super Micro Computer, Inc.",$2.08,$1.21B,7/8/2020,3536147610182624,ARS,Peso
620,Jan Woodroffe,Samsung,Samsung i7410,Feature phone,2009,35000-700,"Cohen & Steers Infrastructure Fund, Inc",$3.85,$2.03B,12/10/2020,30125513845635,IDR,Rupiah
621,Odilia Getch,AT&T,AT&T Quickfire,Feature phone,2008,33261-134,Dominion Diamond Corporation,$9.35,$1.03B,1/17/2020,344357656473864,AFN,Afghani
622,Sandra Sokell,i-mate,i-mate SP4m,Microsoft Windows Mobile 5.0 Smartphone,2005,49999-984,Novadaq Technologies Inc,$6.95,$346.82M,10/27/2023,374263996318707,CNY,Yuan Renminbi
623,Myca Dannel,Honor,Honor 8,"Android 6.0, up to Android 8.0, EMUI 8",2016,13537-173,SeaSpine Holdings Corporation,$7.55,$116.58M,1/28/2021,3550014801363747,RUB,Ruble
624,De Fried,Samsung,Samsung Z620,Feature phone,2006,43269-736,"Aberdeen Singapore Fund, Inc.",$7.20,$84.33M,12/29/2021,5602243288671727,CNY,Yuan Renminbi
625,Kathe McCreary,BlackBerry,BlackBerry Bold Touch 9900,BlackBerry OS 7.0,2011,16714-683,GSV Capital Corp,$8.71,$100.04M,5/16/2021,4905400201985906540,EUR,Euro
626,Vladimir Southorn,Samsung,Samsung S3600,Feature phone,2009,37000-834,"NewStar Financial, Inc.",$1.85,$438.82M,1/28/2022,5602239032102043,CNY,Yuan Renminbi
627,Staci Byk,NEC,NEC N341i,Feature phone,2003,55319-805,"Shiloh Industries, Inc.",$9.63,$243.62M,4/29/2022,5602239996056144,MAD,Dirham
628,Cristen Sansome,Panasonic,Panasonic Eluga A,Android 4.3,2014,55154-1113,"Blackrock MuniYield Fund, Inc.",$8.73,$703.23M,11/19/2023,3544179448082452,EUR,Euro
629,Nester Gatchel,alcatel,alcatel One Touch Scribe HD,Android 4.1,2013,54235-205,"Amkor Technology, Inc.",$4.12,$2.52B,1/13/2023,3556506223574623,RUB,Ruble
630,Wandis Matten,Yezz,Yezz Billy 5S LTE,"Microsoft Windows 10
Microsoft&hellip;",2015,59779-146,Western Asset Global High Income Fund Inc,$0.05,$462.37M,8/8/2022,3548675541402105,EUR,Euro
631,Bradley Ruffler,Sony,Sony Ericsson S710,Feature phone,2004,60429-058,Mylan N.V.,$9.87,$19.68B,9/2/2020,5602230778585061,CNY,Yuan Renminbi
632,Prisca Mattosoff,alcatel,alcatel Fire C,Firefox OS 1.3,2014,54868-0818,FelCor Lodging Trust Incorporated,$4.18,n/a,8/2/2023,6706757391500658400,CNY,Yuan Renminbi
633,Alistair Daubeny,alcatel,alcatel Flash Plus,Android 4.4.4,2015,60258-521,"America First Multifamily Investors, L.P.",$7.50,$358.5M,3/31/2023,5038107747246409828,CNY,Yuan Renminbi
634,Bari Matyushkin,HTC,HTC One (M8i),"Android 5.1, Sense UI 7",0,51386-737,"Forterra, Inc.",$5.42,$411.13M,1/26/2024,633324415926725612,UAH,Hryvnia
635,Tymon Killshaw,Micromax,Micromax X118,Feature phone,2010,63629-3566,"Greene County Bancorp, Inc.",$5.98,$228.72M,1/15/2021,374283255398778,CNY,Yuan Renminbi
636,Ailis Bragge,Samsung,Samsung Galaxy View2,Android 8.1,2019,57520-0769,Eaton Vance Senior Income Trust,$7.65,$255.6M,4/6/2020,3582665191842434,PLN,Zloty
637,Mariellen Christofides,Motorola,Motorola Moto G Turbo,"Android 5.1.1, up to 6.0",2015,66969-6014,"WageWorks, Inc.",$8.71,$2.67B,5/14/2022,374288984527365,THB,Baht
638,Sinclare Penkethman,BenQ,BenQ M350,Feature phone,2005,36987-2628,Barings Participation Investors,$3.55,$146.29M,5/1/2023,67066531484910454,NGN,Naira
639,Shoshanna Golston,Nokia,Nokia 6303 classic,Feature phone,2009,55714-4428,FlexShares STOXX US ESG Impact Index Fund,$5.17,$8.61M,9/13/2021,3548725081470796,JPY,Yen
640,Faustina Georgiev,vivo,vivo iQOO 5 5G,"Android 10, IQOO UI 1.5",2020,43063-458,Federal Agricultural Mortgage Corporation,$9.70,n/a,2/12/2023,3576881444106802,VEF,Bolivar
641,Hyacinthia Skerm,Samsung,Samsung Z4,Tizen 3.0,2017,54575-318,Liberty Interactive Corporation,$7.01,$10.92B,1/10/2023,5602256747667631,RUB,Ruble
642,Merrily Schwant,Orange,Orange Hiro,Android 4.1,2013,23155-064,Lipocine Inc.,$4.96,$74.57M,10/30/2023,5100149929411737,CNY,Yuan Renminbi
643,Niki Paulsen,BLU,BLU Studio Mega 2019,Android 9.0,2019,41520-445,"Reata Pharmaceuticals, Inc.",$6.72,n/a,1/5/2023,3533871596577613,CNY,Yuan Renminbi
644,Michel Putt,alcatel,alcatel OT-318D,Feature phone,2012,51452-010,"Innophos Holdings, Inc.",$9.44,$854.42M,7/10/2021,3567178858188066,XOF,Franc
645,Megan Goutcher,Amoi,Amoi A102,Feature phone,2007,0338-6308,"U.S. Auto Parts Network, Inc.",$7.98,$107.35M,5/23/2020,4026787441282435,IDR,Rupiah
646,Romain Grishkov,Huawei,Huawei G6608,Feature phone,2011,43742-0236,"Champions Oncology, Inc.",$4.58,$27.34M,10/30/2022,5048375668669640,THB,Baht
647,Cornie Kleinholz,Samsung,Samsung Dart T499,Android 2.2,2011,0591-2466,"Woodward, Inc.",$0.20,$4.24B,3/24/2022,3556936650663781,UAH,Hryvnia
648,Mona Fairburn,Nokia,Nokia 7360,Feature phone,2005,65862-656,"Silver Spring Networks, Inc.",$9.22,$559.9M,1/25/2024,5048377515571094,CNY,Yuan Renminbi
649,Charmaine Warin,Samsung,Samsung Galaxy Tab CDMA P100,Android 2.2,2010,11822-0503,Natural Resource Partners LP,$9.82,$336.38M,6/8/2021,6763512579322787525,IDR,Rupiah
650,Annabel Zanotti,Samsung,Samsung C3730C,Feature phone,2012,68400-353,SVB Financial Group,$3.47,n/a,4/28/2020,5602231434083456152,CNY,Yuan Renminbi
651,Janet Lambertazzi,Lenovo,Lenovo A185,Feature phone,2011,55714-4440,"QuinStreet, Inc.",$7.75,$181.85M,8/6/2021,3554972433520933,IDR,Rupiah
652,Lolly Thexton,Bird,Bird S668,Feature phone,2007,57896-785,IZEA Inc.,$8.50,$12.38M,2/24/2021,3564769099151120,PLN,Zloty
653,Brennen Clemintoni,Yezz,Yezz Andy A3.5EP,Android 4.2,2013,0062-0475,"KalVista Pharmaceuticals, Inc.",$8.59,$73.43M,8/12/2021,4913874854012065,ZAR,Rand
654,Roobbie Easton,Oppo,Oppo R9 Plus,"Android 5.1, up to 6, ColorOS 3",2016,42508-256,"Southern National Bancorp of Virginia, Inc.",$0.01,$211.4M,10/14/2020,3538518189083765,TND,Dinar
655,Billie Jurgenson,Lava,Lava Iris 250,Android 4.4.2,2014,66993-877,"AvalonBay Communities, Inc.",$3.24,$27.02B,10/16/2022,5641823535148288505,NGN,Naira
656,Bronnie Josephy,Huawei,Huawei Y7p,"Android 9.0, EMUI 9, no Google Play Services",2020,10812-203,R.R. Donnelley & Sons Company,$0.25,$864.5M,11/27/2022,6304672498105531,SEK,Krona
657,Wyatt Shelper,i-mate,i-mate Ultimate 6150,Microsoft Windows Mobile 6.0 Professional,2008,58268-013,Korn/Ferry International,$4.66,$1.88B,12/23/2021,3584016030092815,CNY,Yuan Renminbi
658,Sarah Keneford,Tecno,Tecno Spark 6 Air,"Android 10, HiOS 6.2",2020,0781-5208,Royal Bank Of Canada,$0.61,n/a,2/27/2020,633355961915021085,CNY,Yuan Renminbi
659,Annamaria Learoyd,verykool,verykool s5510 Juno,Android 4.4.2,2014,50844-352,"China Biologic Products, Inc.",$7.00,$3B,5/27/2022,3580083209430741,IDR,Rupiah
660,Agustin Mouth,Acer,Acer Liquid Z200,Android 4.4.2,2014,68745-2019,Commercial Metals Company,$3.59,$2.17B,3/28/2024,3586923168716032,CNY,Yuan Renminbi
661,Haily Halbord,Motorola,Motorola WX295,Feature phone,2010,49349-182,Ophthotech Corporation,$6.95,$93.93M,3/11/2022,6759503164846777853,THB,Baht
662,Andrey Risso,Philips,Philips 659,Feature phone,2004,53645-1141,Thomson Reuters Corp,$7.02,$32.96B,7/17/2021,201673975509937,EUR,Euro
663,Grazia Basterfield,Samsung,Samsung X100,Feature phone,2003,36987-2730,UTStarcom Holdings Corp,$8.01,$84.95M,11/1/2021,4026205908529842,CNY,Yuan Renminbi
664,Hilario Choak,Tecno,Tecno Camon iACE2,"Android 8.1, HIOS 4.1",2019,0378-5410,"NRG Yield, Inc.",$3.22,$3.22B,4/28/2020,30507929997961,IDR,Rupiah
665,Pammie Hearne,Nokia,Nokia 1.3,"Android 10, up to Android 11, Android One",2020,10096-0226,Allstate Corporation (The),$6.70,n/a,7/8/2023,30156670022619,PEN,Sol
666,Orel Stanislaw,Motorola,Motorola C200,Feature phone,2003,50114-1190,"Baldwin & Lyons, Inc.",$5.52,$375.34M,5/27/2023,630420902642521663,BGN,Lev
667,Linda Pomroy,ZTE,ZTE PF112 HD,Android 4.0,0,10733-130,"Safe Bulkers, Inc",$2.11,n/a,2/7/2021,5100134696194096,CNY,Yuan Renminbi
668,Nicole Ivimy,LG,LG Quantum,Microsoft Windows Phone 7,2010,17856-5721,ChannelAdvisor Corporation,$4.56,$305.43M,5/18/2022,5002353686170614,DOP,Peso
669,Cyrill Preece,Samsung,Samsung Z240,Feature phone,2007,59351-0319,Teekay LNG Partners L.P.,$3.90,$1.17B,8/24/2020,3560539174371917,EUR,Euro
670,Davon Lates,Samsung,Samsung U960 Rogue,Feature phone,2009,25021-109,BioShares Biotechnology Clinical Trials Fund,$0.90,$23.35M,9/21/2022,4508527805267615,IDR,Rupiah
671,Charmain Deverson,Archos,Archos Diamond Gamma,"Android 7, nubia UI 4",2017,64760-219,New Age Beverages Corporation,$4.87,$195.98M,2/28/2024,3580942996752270,COP,Peso
672,Thedrick Jiruch,Realme,Realme 3i,"Android 9.0, up to Android 10, Realme UI",2019,62011-0168,KraneShares CSI China Internet ETF,$1.29,$160.58M,7/4/2022,3565111422662623,IDR,Rupiah
673,Konstantin Dederich,LG,LG L Bello,"Android 4.4.2, LG UI 3",2014,55154-4991,Purefunds Solactive FinTech ETF,$7.13,n/a,6/28/2022,3548124331938200,IDR,Rupiah
674,Leslie Weatherhead,XOLO,XOLO A500,Android 4.0,2013,0071-2418,"Heritage Insurance Holdings, Inc.",$1.72,$389.62M,7/8/2020,337941040348004,CNY,Yuan Renminbi
675,Hillier Clemente,Samsung,Samsung Galaxy W I8150,Android 2.3.5,2011,68788-0169,"Express, Inc.",$6.05,$540.53M,4/17/2022,3584860745368550,EGP,Pound
676,Nike Piegrome,Parla,Parla Gala,Feature phone,2012,68472-138,"Owens & Minor, Inc.",$3.18,$1.93B,11/6/2022,4508171045198122,EUR,Euro
677,Lindie Kuhlmey,Vodafone,Vodafone Smart N9,Android 8.1,2018,33342-046,"Equity Bancshares, Inc.",$7.23,$386.51M,7/10/2021,6759620878797690,CNY,Yuan Renminbi
678,Agosto Hatter,vivo,vivo iQOO Z1x,"Android 10, iQOO UI 1.0",2020,0168-0381,Avenue Income Credit Strategies Fund,$9.26,$185.39M,8/11/2020,5048375529955451,CZK,Koruna
679,Edgard Smorfit,QMobile,QMobile Noir X350,Android 4.4.2,2015,50730-1016,"Cable One, Inc.",$6.72,$4.14B,4/30/2022,3533319615842311,IDR,Rupiah
680,Faber Tipton,Modu,Modu Mini jacket,Feature phone,2009,0093-8739,Marcus Corporation (The),$2.99,$909.47M,1/6/2020,3569644654190083,ARS,Peso
681,Gawain Woollends,Nokia,Nokia 3310 4G,Feature phone,2018,0074-9189,Virtus Global Dividend & Income Fund Inc.,$1.54,$320.21M,4/25/2020,6304336905839479354,CNY,Yuan Renminbi
682,Roby McGuffie,ZTE,ZTE Axon 9 Pro,Android 8.1,2018,61727-337,Genie Energy Ltd.,$9.66,$194.94M,12/16/2020,3541144275798821,HRK,Kuna
683,Ethelda Willetts,Ericsson,Ericsson GH 388,Feature phone,1995,36987-1486,"Genomic Health, Inc.",$9.37,$1.08B,1/2/2020,5007662165845669,THB,Baht
684,Tedra Ponte,Motorola,Motorola C332,Feature phone,2002,0615-7539,First American Corporation (The),$2.90,$4.93B,2/9/2021,4903820230433469,IDR,Rupiah
685,Aubrette Baiyle,LG,LG KS500,Feature phone,2009,51257-644,Rand Capital Corporation,$1.05,$17.83M,6/5/2020,3565420384905932,SAR,Rial
686,Carce Goulstone,Gionee,Gionee M2,Android 4.2,2014,49349-652,"Lydall, Inc.",$9.72,$907.09M,3/31/2022,201577604045371,SEK,Krona
687,Emmaline Girogetti,Pantech,Pantech G900,Feature phone,2004,49035-901,CarMax Inc,$1.26,$11.24B,7/25/2023,3536712914487530,RUB,Ruble
688,Junie Bonwell,HP,HP TouchPad 4G,HP webOS 3.0,0,55312-277,Actua Corporation,$3.08,$468.65M,11/15/2022,3535001862987266,CAD,Dollar
689,Gerri Jantot,BLU,BLU Studio G4,Android 8.1 Oreo,2018,0185-0140,Royal Bank Scotland plc (The),$6.59,n/a,3/11/2020,3533353520067946,IDR,Rupiah
690,Jennine Blythe,Gionee,Gionee S10C,"Android 7.1.1, Amigo 5",2017,62011-0076,Old Point Financial Corporation,$5.73,$150.3M,8/5/2022,58937963712169536,EUR,Euro
691,Norine Moat,Yezz,Yezz Andy 4EI2,Android 4.4,2015,48951-1123,Bel Fuse Inc.,$0.71,$252.29M,8/3/2022,63045799700543939,KPW,Won
692,Wat Armall,Celkon,Celkon C63,Feature phone,2013,76439-130,"Intevac, Inc.",$3.63,$253.97M,1/9/2022,3578877033739647,IDR,Rupiah
693,Man Lugton,alcatel,alcatel OT-380,Feature phone,2010,53808-0347,"T-Mobile US, Inc.",$1.23,$52.45B,2/19/2022,4913374197691451,PHP,Peso
694,Barnaby MacKonochie,Micromax,Micromax X278,Feature phone,2013,0268-1607,Principal U.S. Small Cap Index ETF,$1.72,$277.12M,10/16/2021,5007669803406481,CNY,Yuan Renminbi
695,Joelle Triplow,Nokia,Nokia 7 plus,"Android 8.1, up to Android 10, Android One",2018,65862-667,Encore Capital Group Inc,$7.81,$996.04M,9/13/2021,5602221245297463640,LTL,Litas
696,Aubry Allonby,Bird,Bird S668,Feature phone,2007,54868-6045,iShares 20+ Year Treasury Bond ETF,$3.69,$7.54B,4/20/2021,5007662126884567,CZK,Koruna
697,Sherie Bernot,LG,LG Q Stylus,Android 8.1,2018,0259-1139,"LifePoint Health, Inc.",$8.60,$2.59B,2/15/2022,3575874865371683,VEF,Bolivar
698,Brigg Roycroft,Ericsson,Ericsson T39,Feature phone,2001,51345-061,"Gartner, Inc.",$2.72,$11.06B,1/17/2024,4041599308269,PEN,Sol
699,Walliw Lyness,Yezz,Yezz Art 1,Android 10,2020,0078-0414,"Goldman Sachs Group, Inc. (The)",$7.04,n/a,10/8/2021,5460795639976106,EUR,Euro
700,Kesley Musk,Celkon,Celkon C201,Feature phone,2011,0113-8365,Ashford Hospitality Trust Inc,$4.34,n/a,8/24/2021,3537492115136397,IDR,Rupiah
701,Iolande Benthall,Samsung,Samsung i505,Palm 5.2.1,0,63010-027,"National Oilwell Varco, Inc.",$8.59,$12.79B,11/21/2022,3571113538781166,IDR,Rupiah
702,Stace Ivanchenkov,HTC,HTC Desire 700 dual sim,"Android 4.1.2, Sense UI 5",2014,0517-8880,"Richardson Electronics, Ltd.",$5.37,$75.94M,10/6/2022,201494651691216,PLN,Zloty
703,Delcina Piola,Spice,Spice Mi-506 Stellar Mettle Icon,Android 4.2,2014,50972-273,Wabash National Corporation,$6.02,$1.26B,12/23/2021,3581892567596995,UYU,Peso
704,Alastair Dorken,Eten,Eten P700,Microsoft Windows Mobile 2003 PocketPC,2004,42291-238,AGCO Corporation,$0.43,$5.35B,7/22/2022,50388142698495535,EUR,Euro
705,Marion Vala,Realme,Realme C3 (3 cameras),"Android 10, Realme UI",2020,42291-226,"Hologic, Inc.",$3.49,$12.41B,12/4/2023,201721334532825,EUR,Euro
706,Catina Hast,Sony,Sony Ericsson W830,Feature phone,2006,61509-105,PIMCO New York Municipal Income Fund,$4.70,$99.42M,1/15/2023,3533045072245926,RUB,Ruble
707,Von Tomblin,Amazon,Amazon Fire HD 10 (2019),"Android 9.0, Fire OS 7",2019,63146-112,"VBI Vaccines, Inc.",$3.70,$180.27M,12/9/2022,3556882908785879,IDR,Rupiah
708,Pepi Maton,Samsung,Samsung i900 Omnia,Microsoft Windows Mobile 6.1 Professional,2008,55301-852,"Guess?, Inc.",$6.04,$974.73M,10/25/2023,30225319277148,PEN,Sol
709,Jehu Kilbee,Gionee,Gionee S10,"Android 7, Amigo 4",2017,57520-0367,"Upland Software, Inc.",$4.94,$437.47M,11/14/2021,5038278455537966,USD,Dollar
710,Sullivan Habeshaw,Karbonn,Karbonn K11+,Feature phone,2012,61543-1758,Lincoln National Corporation,$1.15,n/a,9/23/2023,5100149181268643,IDR,Rupiah
711,Ahmad Hawes,LG,LG Cosmos 2,Feature phone,2011,36987-3362,Accenture plc,$1.93,$81.78B,4/9/2023,4466898341978,EUR,Euro
712,Derick Heaysman,Oppo,Oppo Ace2,"Android 10, ColorOS 7.1",2020,0115-1152,Cone Midstream Partners LP,$9.26,$1.17B,2/29/2024,670981809461699909,BRL,Real
713,Antonina Pelman,Siemens,Siemens U10,Feature phone,2003,10356-110,"M.D.C. Holdings, Inc.",$2.90,$1.77B,3/30/2020,5552566954740107,PEN,Sol
714,Anders Fromant,Coolpad,Coolpad Note 6,Android 7.1,2018,67751-094,"Lands' End, Inc.",$6.98,$520.48M,6/14/2020,06042549616507003,CNY,Yuan Renminbi
715,Barbi Pavier,Allview,Allview P5 Life,Android 5.0,2014,67345-0518,"CBRE Group, Inc.",$0.00,$11.84B,2/1/2022,344608133008982,USD,Dollar
716,Mollie Elegood,Philips,Philips W8578,Android 4.2,2014,14789-400,Highway Holdings Limited,$1.71,$12.9M,10/13/2021,374622684736167,EUR,Euro
717,Berty Maplesden,Allview,Allview AX501Q,Android 5.1,2016,56062-332,"Tahoe Resources, Inc.",$6.10,$2.62B,10/15/2023,3548308132099094,PHP,Peso
718,Westley Massimo,Parla,Parla Mist,Feature phone,2012,50988-232,"TrovaGene, Inc.",$3.06,$29.24M,6/22/2021,5602256770966858372,EUR,Euro
719,Joanna Fossitt,Samsung,Samsung Ch@t 350,Feature phone,2011,66993-417,Synalloy Corporation,$2.07,$96.77M,2/29/2020,589379073590726057,ARS,Peso
720,Leoine Haill,Samsung,Samsung E2210B,Feature phone,2009,43742-0132,"Interactive Brokers Group, Inc.",$9.17,$14.98B,12/3/2022,201665840204728,HNL,Lempira
721,Rica Thor,Asus,Asus Zenpad S 8.0 Z580CA,Android 5.0,2015,57687-241,"Entellus Medical, Inc.",$8.99,$311.65M,10/8/2021,5602232389544438,MYR,Ringgit
722,Jerrine Lushey,Motorola,Motorola W510,Feature phone,2007,68084-506,"Xencor, Inc.",$6.86,$934.3M,5/18/2022,3545361729724338,COP,Peso
723,Travus Hewlings,Nokia,Nokia 7600,Feature phone,2003,48951-6050,Heritage Financial Corporation,$4.52,$781.49M,7/23/2021,6762763891910000,IDR,Rupiah
724,Parker Swires,Energizer,Energizer Energy E10+,Feature phone,2018,0185-1111,Resonant Inc.,$1.96,$57.73M,3/4/2023,3581551359882308,EUR,Euro
725,Chariot O' Faherty,Philips,Philips W715,Feature phone,2011,37000-674,Celgene Corporation,$7.84,$95.54B,6/22/2020,6706352953917290,UAH,Hryvnia
726,Thedrick Lile,QMobile,QMobile King Kong Max,Android 6.0,2017,60512-1039,"Stericycle, Inc.",$5.63,n/a,3/6/2022,3530109961837525,SEK,Krona
727,Benny Goldby,Mitac,Mitac MIO A501,Windows Mobile 5 AKU3.3,0,0002-8730,Corporate Office Properties Trust,$6.66,n/a,2/24/2021,3585423232409822,EUR,Euro
728,Kirsti Charte,Honor,Honor Magic 2,"Android 9.0, EMUI 9 or Magic UI 2",2018,68084-262,Southern Company (The),$5.10,n/a,7/3/2021,3580938678095020,CNY,Yuan Renminbi
729,Dedie Athelstan,Samsung,Samsung M3200 Beat s,Feature phone,2008,68196-321,Adtalem Global Education Inc.,$9.21,$2.32B,7/2/2022,4911130234634364964,CNY,Yuan Renminbi
730,Gerianna Reddecliffe,Sony,Sony Ericsson W910,Feature phone,2007,16590-693,"W.W. Grainger, Inc.",$5.78,$10.53B,7/20/2023,346082898176020,EUR,Euro
731,Samuele Sprade,Motorola,Motorola ZN200,Linux / Java-based MOTOMAGX,2008,43353-657,Scudder Multi-Market Income Trust,$3.31,$198.85M,10/1/2021,490369021417887696,COP,Peso
732,Alisha Pettet,BLU,BLU Deejay II,Feature phone,2011,24794-102,"Hawaiian Holdings, Inc.",$6.62,$2.49B,12/24/2020,3565350890876311,IDR,Rupiah
733,Sly Calleja,Celkon,Celkon AR40,Android 4.2.2,2013,55621-003,Paylocity Holding Corporation,$5.29,$2.43B,3/4/2022,3575519066349166,EUR,Euro
734,Stefano Facher,Motorola,Motorola A1890,Linux,2009,49215-0005,MER Telemanagement Solutions Ltd.,$9.00,$5.27M,11/26/2022,677131799546811104,CNY,Yuan Renminbi
735,Kore Carwardine,Nokia,Nokia 6820,Feature phone,2003,76401-1001,Baytex Energy Corp,$2.09,$592.54M,2/20/2020,6304676993913778,MNT,Tugrik
736,Cathlene Kennagh,Samsung,Samsung Corby TV F339,Feature phone,2010,43596-0006,Anheuser-Busch Inbev SA,$9.35,$183.18B,2/5/2024,3535509950739597,BRL,Real
737,Reeta Weigh,LG,LG Optimus LTE2,Android 4.0,2012,50436-6733,"CDK Global, Inc.",$4.69,$8.96B,4/28/2022,58938993159078394,CNY,Yuan Renminbi
738,Pattie Planks,Philips,Philips X703,Feature phone,2010,0220-0508,"iKang Healthcare Group, Inc.",$5.53,$980.68M,9/29/2023,5038094879437149338,CNY,Yuan Renminbi
739,Maxy Clubley,Sony,Sony Xperia XZ,"Android 6.0.1, up to Android 8.0",2016,52125-588,Seanergy Maritime Holdings Corp,$9.72,$25.18M,10/5/2020,3535243126907827,ALL,Lek
740,Alfred Coffin,NEC,NEC N401i,Feature phone,2005,21695-766,"Argan, Inc.",$6.90,$947.48M,9/21/2022,3560608112078700,PHP,Peso
